birthYear,birthDate,deathYear,deathCause_label,profession
1841-01-01T00:00:00+02:00,1841-01-01T00:00:00+02:00,1895-01-01T00:00:00+02:00,Cardiovascular disease,American journalist
1841-01-01T00:00:00+02:00,1841-11-18,1888-01-01T00:00:00+02:00,Myocardial infarction,NYPD police captain responsible for the capture of a number of high-profile criminals most notably procuress Jane the Grabber in 1875.
1841-01-01T00:00:00+02:00,1841-08-09,1928-01-01T00:00:00+02:00,Peptic ulcer,Australian educator journalist and writer
1842-01-01T00:00:00+02:00,1842-01-01T00:00:00+02:00,1920-01-01T00:00:00+02:00,Myocardial infarction,American businessman
1842-01-01T00:00:00+02:00,1842-01-01T00:00:00+02:00,1893-01-01T00:00:00+02:00,Rheumatism,NYPD police captain who fought against Tub of Blood Bunch the Battle Row and Hell's Kitchen Gangs during the 1860s 70s and 80s.
1842-01-01T00:00:00+02:00,1842-12-03,1919-01-01T00:00:00+02:00,1918 flu pandemic,Socialite Philanthropist
1842-01-01T00:00:00+02:00,1842-11-06,1898-01-01T00:00:00+02:00,Macola,Politician
1843-01-01T00:00:00+02:00,1843-08-15,1912-01-01T00:00:00+02:00,Pneumonia,American politician
1843-01-01T00:00:00+02:00,1843-09-13,1885-01-01T00:00:00+02:00,Suicide,American socialite
1843-01-01T00:00:00+02:00,1843-03-31,1889-01-01T00:00:00+02:00,Suicide,Anti-Semite
1843-01-01T00:00:00+02:00,1843-06-19,1929-01-01T00:00:00+02:00,Pneumonia,Philanthropist
1843-01-01T00:00:00+02:00,1843-01-01T00:00:00+02:00,1880-01-01T00:00:00+02:00,Pneumonia,Longtime political organizer and fixer for Tammany Hall.
1844-01-01T00:00:00+02:00,1844-01-01T00:00:00+02:00,1878-01-01T00:00:00+02:00,Gunshot,Kansas saloon operator
1844-01-01T00:00:00+02:00,1844-10-11,1919-01-01T00:00:00+02:00,Pneumonia,American businessman (food processing)
1844-01-01T00:00:00+02:00,1844-01-01T00:00:00+02:00,1899-01-01T00:00:00+02:00,Pneumonia,American prostitute
{1843-01-01T00:00:00+02:00|1844-01-01T00:00:00+02:00},1844-02-01,1866-01-01T00:00:00+02:00,Hanging,American murderer
1844-01-01T00:00:00+02:00,1844-01-01T00:00:00+02:00,1929-01-01T00:00:00+02:00,Pneumonia,Physician
1844-01-01T00:00:00+02:00,1844-01-13,1898-01-01T00:00:00+02:00,Bright's disease,American geologist
{1844-01-01T00:00:00+02:00|1848-01-01T00:00:00+02:00},{1844-04-01|1848-04-01},1881-01-01T00:00:00+02:00,Bright's disease,Sideshow performer
1844-01-01T00:00:00+02:00,{1844-10-23|1844-10-24},1912-01-01T00:00:00+02:00,Atherosclerosis,first sheriff of Cochise County Arizona Territory
{1845-01-01T00:00:00+02:00|1846-01-01T00:00:00+02:00},{1845-06-22|1846-06-22},1868-01-01T00:00:00+02:00,Hanging,Confederate Army soldier
1845-01-01T00:00:00+02:00,1845-01-01T00:00:00+02:00,1904-01-01T00:00:00+02:00,Tuberculosis,Burglar and gang leader in New York City during the late 19th century; co-founder of the Dutch Mob.
1845-01-01T00:00:00+02:00,{1845-01-01T00:00:00+02:00|1845-03-08},1905-01-01T00:00:00+02:00,Urinary tract infection,American businessman
1845-01-01T00:00:00+02:00,1845-11-12,1922-01-01T00:00:00+02:00,Cancer,British entomologist
1845-01-01T00:00:00+02:00,1845-03-12,1914-01-01T00:00:00+02:00,Diabetes mellitus,Surgeon-General of New York
1846-01-01T00:00:00+02:00,1846-03-22,1891-01-01T00:00:00+02:00,Opioid overdose,American town marshal
1846-01-01T00:00:00+02:00,1846-09-14,1922-01-01T00:00:00+02:00,Stroke,American inventor
1847-01-01T00:00:00+02:00,1847-07-04,1906-01-01T00:00:00+02:00,Erysipelas,Circus proprietor
1847-01-01T00:00:00+02:00,1847-03-03,1922-01-01T00:00:00+02:00,Diabetes mellitus,Telephone inventor
1847-01-01T00:00:00+02:00,1847-10-10,1902-01-01T00:00:00+02:00,Myocardial infarction,American philanthropist
1847-01-01T00:00:00+02:00,1847-02-04,1929-01-01T00:00:00+02:00,Suicide,American businessman
1848-01-01T00:00:00+02:00,1848-09-08,1897-01-01T00:00:00+02:00,Suicide,German chemist
1848-01-01T00:00:00+02:00,1848-01-01T00:00:00+02:00,1930-01-01T00:00:00+02:00,Pneumonia,Computer industrialist
1849-01-01T00:00:00+02:00,1849-07-23,1919-01-01T00:00:00+02:00,Cancer,Lawman
1849-01-01T00:00:00+02:00,1849-06-01,1918-01-01T00:00:00+02:00,Traffic collision,American businessman
1849-01-01T00:00:00+02:00,1849-05-27,1938-01-01T00:00:00+02:00,Myocardial infarction,German-American businessperson
1849-01-01T00:00:00+02:00,1849-11-13,1920-01-01T00:00:00+02:00,Apoplexy,American rower and rowing coach
1850-01-01T00:00:00+02:00,{1850-01-03|1850-01-06},1912-01-01T00:00:00+02:00,Bright's disease,Confederate Army soldier Old West lawman
1850-01-01T00:00:00+02:00,1850-06-04,1879-01-01T00:00:00+02:00,Pneumonia,American publisher
1850-01-01T00:00:00+02:00,{1850-01-01T00:00:00+02:00|1850-06-05},1936-01-01T00:00:00+02:00,Cerebral hemorrhage,American historian
1850-01-01T00:00:00+02:00,1850-09-23,1914-01-01T00:00:00+02:00,Shock (circulatory),Businessperson
1850-01-01T00:00:00+02:00,1850-01-01T00:00:00+02:00,1895-01-01T00:00:00+02:00,Nature,Indian poet
{1850-01-01T00:00:00+02:00|1851-01-01T00:00:00+02:00},{1850-01-01T00:00:00+02:00|1851-07-27},1917-01-01T00:00:00+02:00,Pneumonia,Chief police inspector for the New York City Police Department; his testimony before the Lexow Committee helped expose police corruption within the NYPD.
1851-01-01T00:00:00+02:00,1851-09-12,1916-01-01T00:00:00+02:00,Mining accident,Australian rower
1851-01-01T00:00:00+02:00,1851-07-20,1924-01-01T00:00:00+02:00,Sepsis,Czech physician
{1851-01-01T00:00:00+02:00|1853-01-01T00:00:00+02:00},{1851-02-17|1853-01-01T00:00:00+02:00},1930-01-01T00:00:00+02:00,Gallbladder,Anglo-American poker player
1851-01-01T00:00:00+02:00,1851-11-16,1907-01-01T00:00:00+02:00,Myocardial infarction,Geologist and children's writer
1851-01-01T00:00:00+02:00,1851-01-01,1881-01-01T00:00:00+02:00,Murdered: Soul Suspect,New Orleans gambler known as King of the Baco Men; ran one of the largest banco operations in the United States during the late 19th century.
1852-01-01T00:00:00+02:00,1852-08-12,1890-01-01T00:00:00+02:00,Pneumonia,Founder of the Knights of Columbus
1852-01-01T00:00:00+02:00,1852-10-09,1919-01-01T00:00:00+02:00,Suicide,German Chemist
1852-01-01T00:00:00+02:00,1852-02-08,1883-01-01T00:00:00+02:00,Murdered: Soul Suspect,American gangster
1853-01-01T00:00:00+02:00,1853-11-01,1912-01-01T00:00:00+02:00,Typhus,Writer
1854-01-01T00:00:00+02:00,1854-01-09,1921-01-01T00:00:00+02:00,Bleeding,U.S.-born British socialite and autobiographer
1854-01-01T00:00:00+02:00,{1854-05-10|1854-05-11},1899-01-01T00:00:00+02:00,Tuberculosis,Naturalized German-American inventor of linotype
1854-01-01T00:00:00+02:00,1854-01-01T00:00:00+02:00,1889-01-01T00:00:00+02:00,Fever,Native American who died in England whose repatriation generated controversy in 2008
1854-01-01T00:00:00+02:00,1854-02-16,1934-01-01T00:00:00+02:00,{Myocardial infarction|Diabetes mellitus},English theosophist
1854-01-01T00:00:00+02:00,1854-01-23,1923-01-01T00:00:00+02:00,Cardiovascular disease,American mayor
1854-01-01T00:00:00+02:00,1854-10-18,1930-01-01T00:00:00+02:00,Myocardial infarction,American businessman
1855-01-01T00:00:00+02:00,1855-01-01T00:00:00+02:00,1911-01-01T00:00:00+02:00,Paralysis (disambiguation),Doctor
1855-01-01T00:00:00+02:00,{1855-01-01T00:00:00+02:00|1855-02-05},1875-01-01T00:00:00+02:00,Drowning,Tightrope dancer gymnast magician
1855-01-01T00:00:00+02:00,1855-01-01T00:00:00+02:00,1888-01-01T00:00:00+02:00,Hanging,co-leader of the Whyos with Danny Lyons
1855-01-01T00:00:00+02:00,1855-07-12,1908-01-01T00:00:00+02:00,Pneumonia,Canadian athlete
1856-01-01T00:00:00+02:00,1856-08-16,1921-01-01T00:00:00+02:00,Pulmonary hemorrhage,American civil engineer
1856-01-01T00:00:00+02:00,1856-04-23,1910-01-01T00:00:00+02:00,Cerebral hemorrhage,American inventor
1856-01-01T00:00:00+02:00,1856-03-20,1915-01-01T00:00:00+02:00,Influenza,American engineer and management consultant
1856-01-01T00:00:00+02:00,1856-08-12,1917-01-01T00:00:00+02:00,Myocardial infarction,American businessman
1857-01-01T00:00:00+02:00,1857-05-01,1891-01-01T00:00:00+02:00,General paresis of the insane,Dutch art dealer
1857-01-01T00:00:00+02:00,1857-04-10,1930-01-01T00:00:00+02:00,Head and neck cancer,Puzzlist Mathematical games designer
1857-01-01T00:00:00+02:00,1857-06-29,1908-01-01T00:00:00+02:00,Pulmonary edema,American businessman
1857-01-01T00:00:00+02:00,1857-01-01T00:00:00+02:00,1919-01-01T00:00:00+02:00,Cardiovascular disease,American publisher
1857-01-01T00:00:00+02:00,1857-01-05,1924-01-01T00:00:00+02:00,Pneumonia,American businessman
1857-01-01T00:00:00+02:00,1857-06-03,1911-01-01T00:00:00+02:00,Stroke,American mayor
1858-01-01T00:00:00+02:00,1858-01-21,1940-01-01T00:00:00+02:00,Myocardial infarction,American boat builder
1858-01-01T00:00:00+02:00,1858-01-01T00:00:00+02:00,1934-01-01T00:00:00+02:00,Nephritis,American cowboy gambler lawman and outlaw
1858-01-01T00:00:00+02:00,1858-03-23,1941-01-01T00:00:00+02:00,Pneumonia,German politician
1858-01-01T00:00:00+02:00,{1858-06-30|1858-07-30},1914-01-01T00:00:00+02:00,Henriette Caillaux,French journalist
1858-01-01T00:00:00+02:00,1858-01-01T00:00:00+02:00,1907-01-01T00:00:00+02:00,Suicide,American mayor
{1858-01-01T00:00:00+02:00|1864-01-01T00:00:00+02:00},{1858-01-11|1864-01-11},1947-01-01T00:00:00+02:00,Bronchopneumonia,American businessperson and British retail magnate
{1858-01-01T00:00:00+02:00|1859-01-01T00:00:00+02:00},{1858-01-15|1859-01-15},1912-01-01T00:00:00+02:00,Diabetes mellitus,Writer historian real estate investor
1858-01-01T00:00:00+02:00,1858-03-30,1935-01-01T00:00:00+02:00,Myocardial infarction,American actor
1859-01-01T00:00:00+02:00,1859-02-01,1928-01-01T00:00:00+02:00,Arteriosclerosis,U.S. pathologist
1859-01-01T00:00:00+02:00,1859-03-15,1932-01-01T00:00:00+02:00,Myocardial infarction,President of Charles Schriber's Sons
1859-01-01T00:00:00+02:00,1859-10-23,1892-01-01T00:00:00+02:00,Pneumonia,Stage actress
1859-01-01T00:00:00+02:00,1859-07-12,1924-01-01T00:00:00+02:00,Canadian Pacific Railway,Russian-Canadian pacifist activist and philosopher
1859-01-01T00:00:00+02:00,1859-02-14,1896-01-01T00:00:00+02:00,Typhoid fever,American civil engineer
1859-01-01T00:00:00+02:00,1859-05-18,1944-01-01T00:00:00+02:00,Tuberculosis,Dutch Righteous Among the Nations
1859-01-01T00:00:00+02:00,1859-11-01,1897-01-01T00:00:00+02:00,Meningitis,Landscape architect
1859-01-01T00:00:00+02:00,1859-11-06,1917-01-01T00:00:00+02:00,Nephropathy,American politician
1860-01-01T00:00:00+02:00,1860-06-25,1942-01-01T00:00:00+02:00,The Holocaust,Croatian chess master and hazzan
1860-01-01T00:00:00+02:00,1860-02-09,1939-01-01T00:00:00+02:00,Angina pectoris,United States librarian theologian and scholar
1860-01-01T00:00:00+02:00,1860-01-09,1951-01-01T00:00:00+02:00,Myocardial infarction,American baseball player
1860-01-01T00:00:00+02:00,1860-08-12,1907-01-01T00:00:00+02:00,Breast cancer,Mother of Adolf Hitler
1860-01-01T00:00:00+02:00,1860-01-01T00:00:00+02:00,1912-01-01T00:00:00+02:00,Death by natural causes,American naturalist
1860-01-01T00:00:00+02:00,1860-01-01T00:00:00+02:00,1895-01-01T00:00:00+02:00,Gunshot,Swindler and confidence man who invented the gold brick game in New York during the 19th century.
1860-01-01T00:00:00+02:00,1860-01-24,1938-01-01T00:00:00+02:00,Myocardial infarction,American businesspeople
1860-01-01T00:00:00+02:00,1860-07-19,1927-01-01T00:00:00+02:00,Pneumonia,Murder trial defendant
1860-01-01T00:00:00+02:00,{1860-01-01T00:00:00+02:00|1860-03-16},1920-01-01T00:00:00+02:00,Cardiovascular disease,Political activist and social reformer who served as assistant to District Attorney Charles Whitman during the Rosenthal murder trial.
1860-01-01T00:00:00+02:00,1860-11-22,1928-01-01T00:00:00+02:00,Starvation,American radio pioneer
1860-01-01T00:00:00+02:00,1860-01-17,1952-01-01T00:00:00+02:00,Myocardial infarction,Actor director screenwriter
1861-01-01T00:00:00+02:00,1861-12-22,1899-01-01T00:00:00+02:00,Typhoid fever,American football player and coach
{1861-01-01T00:00:00+02:00|1862-01-01T00:00:00+02:00},{1861-12-08|1862-01-31},1892-01-01T00:00:00+02:00,Assassination,American outlaw
1861-01-01T00:00:00+02:00,1861-04-06,1932-01-01T00:00:00+02:00,Pneumonia,American surgeon
1861-01-01T00:00:00+02:00,1861-01-01T00:00:00+02:00,1912-01-01T00:00:00+02:00,Pernicious anemia,Headed NYPD Detective Bureau from 1897&ndash;1900 and 1902-1905; credited for the arrests of confidence man John McDermott and murderer Roland B. Molineux.
1861-01-01T00:00:00+02:00,1861-07-29,1884-01-01T00:00:00+02:00,Bright's disease,First wife of Theodore Roosevelt
1861-01-01T00:00:00+02:00,1861-05-27,1893-01-01T00:00:00+02:00,Tetanus,American outlaw
1861-01-01T00:00:00+02:00,1861-06-19,1896-01-01T00:00:00+02:00,Execution by firing squad,Filipino activist
1862-01-01T00:00:00+02:00,1862-04-19,1934-01-01T00:00:00+02:00,Appendicitis,American architect
1862-01-01T00:00:00+02:00,1862-07-17,{0020-01-01T00:00:00+02:00|1914-01-01T00:00:00+02:00},Assassination,Prime Minister of Nepal
1862-01-01T00:00:00+02:00,1862-08-10,1906-01-01T00:00:00+02:00,Myocardial infarction,American businessman
1862-01-01T00:00:00+02:00,1862-06-02,1918-01-01T00:00:00+02:00,Suicide,Swiss chemist
{1862-01-01T00:00:00+02:00|1863-01-01T00:00:00+02:00},{1862-04-18|1863-01-01T00:00:00+02:00},1909-01-01T00:00:00+02:00,Pulmonary hemorrhage,Owner of the National League's Boston Doves
1862-01-01T00:00:00+02:00,1862-09-20,1917-01-01T00:00:00+02:00,Myocardial infarction,United States Assistant Secretary of the Interior
1862-01-01T00:00:00+02:00,1862-03-23,1950-01-01T00:00:00+02:00,Death by natural causes,American gunman
1863-01-01T00:00:00+02:00,1863-07-12,1906-01-01T00:00:00+02:00,Suicide,German physicist
1863-01-01T00:00:00+02:00,1863-10-10,1933-01-01T00:00:00+02:00,Arthritis,Actress
1863-01-01T00:00:00+02:00,1863-08-02,1937-01-01T00:00:00+02:00,Stroke,Architect
1863-01-01T00:00:00+02:00,1863-03-17,1892-01-01T00:00:00+02:00,Diphtheria,American socialite
1863-01-01T00:00:00+02:00,1863-07-28,1924-01-01T00:00:00+02:00,Acute lung injury,American politician
1863-01-01T00:00:00+02:00,1863-01-01T00:00:00+02:00,1930-01-01T00:00:00+02:00,Bronchopneumonia,New York restaurateur and owner of the popular Broadway restaurant-cabaret club Churchill's.
1864-01-01T00:00:00+02:00,1864-01-02,1890-01-01T00:00:00+02:00,Hypothermia,Mexican sideshow performer
1864-01-01T00:00:00+02:00,1864-05-28,1930-01-01T00:00:00+02:00,Suicide,French adventurer and writer
1864-01-01T00:00:00+02:00,1864-10-05,1916-01-01T00:00:00+02:00,Meningitis,American mayor
1864-01-01T00:00:00+02:00,1864-05-17,1944-01-01T00:00:00+02:00,Myocardial infarction,American businessman
1864-01-01T00:00:00+02:00,1864-10-25,1920-01-01T00:00:00+02:00,{Pneumonia|1918 flu pandemic},American businessman
1864-01-01T00:00:00+02:00,1864-10-10,1931-01-01T00:00:00+02:00,Cerebral hemorrhage,American mayor
{1859-01-01T00:00:00+02:00|1864-01-01T00:00:00+02:00},1864-01-01T00:00:00+02:00,1918-01-01T00:00:00+02:00,1918 flu pandemic,Sideshow performer
1865-01-01T00:00:00+02:00,1865-04-08,1932-01-01T00:00:00+02:00,Stroke,Writer teacher
1865-01-01T00:00:00+02:00,1865-11-19,1937-01-01T00:00:00+02:00,Nephritis,American Race Theorist
1865-01-01T00:00:00+02:00,1865-09-30,1945-01-01T00:00:00+02:00,Allies of World War II,Swiss chemist
1865-01-01T00:00:00+02:00,{1865-01-01T00:00:00+02:00|1865-06-29},1986-01-01T00:00:00+02:00,Pneumonia,Japanese supercentenarian
1865-01-01T00:00:00+02:00,1865-12-29,1940-01-01T00:00:00+02:00,Stroke,Actor
1865-01-01T00:00:00+02:00,1865-04-05,1931-01-01T00:00:00+02:00,Cancer,Private detective for the Pinkerton Detective Agency from 1888-1911; served as Second Deputy Police Commissioner and headed of the NYPD Detectives Bureau from 1911-1913.
1866-01-01T00:00:00+02:00,{1866-01-01T00:00:00+02:00|1866-05-05},1943-01-01T00:00:00+02:00,The Holocaust,Croatian professor of gymnastics
1866-01-01T00:00:00+02:00,1866-01-01T00:00:00+02:00,1940-01-01T00:00:00+02:00,{Murder|Political repression},Detective investigator prosecutor state councillor lawyer
1866-01-01T00:00:00+02:00,1866-07-14,1889-01-01T00:00:00+02:00,Typhoid fever,Australian rower
1866-01-01T00:00:00+02:00,1866-02-12,1940-01-01T00:00:00+02:00,Myocardial infarction,Slovak writer
1866-01-01T00:00:00+02:00,1866-01-01T00:00:00+02:00,1942-01-01T00:00:00+02:00,The Holocaust,Croatian industrialist
1866-01-01T00:00:00+02:00,1866-02-26,1933-01-01T00:00:00+02:00,Myocardial infarction,American businessman and railway executive
1866-01-01T00:00:00+02:00,1866-09-16,1934-01-01T00:00:00+02:00,Heart failure,American sportswriter
1866-01-01T00:00:00+02:00,1866-08-30,1947-01-01T00:00:00+02:00,Arteriosclerosis,English actor
{1866-01-01T00:00:00+02:00|1886-01-01T00:00:00+02:00},1866-01-01T00:00:00+02:00,1953-01-01T00:00:00+02:00,Gallbladder,Russian businesswoman
1866-01-01T00:00:00+02:00,1866-08-02,1934-01-01T00:00:00+02:00,Paratyphoid fever,Belgian explorer
1866-01-01T00:00:00+02:00,1866-01-01T00:00:00+02:00,1928-01-01T00:00:00+02:00,Embolism,American businessman
1867-01-01T00:00:00+02:00,1867-09-07,{1867-01-01T00:00:00+02:00|1943-01-01T00:00:00+02:00},Stroke,American banker
1867-01-01T00:00:00+02:00,1867-07-18,1932-01-01T00:00:00+02:00,Brain tumor,A great heroine survivor of the sinking of the Titanic
1867-01-01T00:00:00+02:00,1867-12-29,1931-01-01T00:00:00+02:00,Myocardial infarction,newspaper publisher Democrat
1867-01-01T00:00:00+02:00,1867-05-27,1931-01-01T00:00:00+02:00,Typhoid fever,English novelist
1867-01-01T00:00:00+02:00,1867-07-13,1952-01-01T00:00:00+02:00,Myocardial infarction,Actor
1867-01-01T00:00:00+02:00,1867-05-06,1944-01-01T00:00:00+02:00,Paget's disease,Clergyman; president of the Southern Baptist Convention
1868-01-01T00:00:00+02:00,1868-01-01T00:00:00+02:00,1922-01-01T00:00:00+02:00,Heart failure,New York saloon keeper and underworld figure in New York City at the start of the 20th century.
1868-01-01T00:00:00+02:00,1868-04-20,1936-01-01T00:00:00+02:00,Myocardial infarction,American mayor
1868-01-01T00:00:00+02:00,1868-08-16,1955-01-01T00:00:00+02:00,Urinary tract infection,Bodybuilder author magazine publisher
1868-01-01T00:00:00+02:00,1868-09-13,1960-01-01T00:00:00+02:00,Death by natural causes,Film and stage actress
1868-01-01T00:00:00+02:00,1868-04-26,1915-01-01T00:00:00+02:00,Suicide,German neurologist
1868-01-01T00:00:00+02:00,1868-05-17,1920-01-01T00:00:00+02:00,{Pneumonia|1918 flu pandemic|Cirrhosis},American businessman
1868-01-01T00:00:00+02:00,1868-03-18,1940-01-01T00:00:00+02:00,Suicide,Austrian psychoanalyst
{1865-01-01T00:00:00+02:00|1868-01-01T00:00:00+02:00},1868-01-01T00:00:00+02:00,1905-01-01T00:00:00+02:00,Ankylosis,Second tallest human
1869-01-01T00:00:00+02:00,1869-10-02,1948-01-01T00:00:00+02:00,Assassination of Mahatma Gandhi,Nonviolent political leader during Indian independence and Hindu reformer
1869-01-01T00:00:00+02:00,1869-09-26,1934-01-01T00:00:00+02:00,Embolism,American cartoonist and animator
1869-01-01T00:00:00+02:00,1869-01-01T00:00:00+02:00,1898-01-01T00:00:00+02:00,{Abscess|Alcoholism|Pneumonia},American housewife in Park County Colorado with tragic life story
1869-01-01T00:00:00+02:00,1869-07-20,1936-01-01T00:00:00+02:00,Pneumonia,American magician
1870-01-01T00:00:00+02:00,1870-11-12,1952-01-01T00:00:00+02:00,Myocardial infarction,Actor producer screenwriter
1870-01-01T00:00:00+02:00,1870-01-29,1942-01-01T00:00:00+02:00,Cerebral hemorrhage,Police commissioner of the New York City Police Department from 1914-1918.
1870-01-01T00:00:00+02:00,1870-11-21,1936-01-01T00:00:00+02:00,Suicide,American anarchist
1870-01-01T00:00:00+02:00,1870-05-21,1944-01-01T00:00:00+02:00,Myocardial infarction,Actor
1870-01-01T00:00:00+02:00,1870-11-24,1940-01-01T00:00:00+02:00,Bright's disease,African American lawyer
